date,sku,begin_on_hand,arrivals,forecast,actual_demand,safety_stock,reorder_point,inventory_position,action,order_qty,fulfilled,stockout_units,ending_on_hand,holding_cost,stockout_cost,total_cost,rationale
2025-02-25,SKU_A,121.0,0,28.41,36.0,23.04,136.66,121.0,ORDER,73,36.0,0.0,85.0,3.4,0.0,3.4,Projected inventory below reorder point; ordered 73
2025-02-25,SKU_B,46.0,0,21.02,21.0,12.37,75.42,46.0,ORDER,72,21.0,0.0,25.0,0.75,0.0,0.75,Projected inventory below reorder point; ordered 72
2025-02-25,SKU_C,13.0,0,14.44,11.0,5.37,34.24,44.0,WAIT,0,11.0,0.0,2.0,0.05,0.0,0.05,Inventory position above reorder point
2025-02-26,SKU_A,85.0,0,31.06,37.0,23.09,147.35,158.0,WAIT,0,37.0,0.0,48.0,1.92,0.0,1.92,Inventory position above reorder point
2025-02-26,SKU_B,25.0,0,21.01,20.0,12.25,75.28,97.0,WAIT,0,20.0,0.0,5.0,0.15,0.0,0.15,Inventory position above reorder point
2025-02-26,SKU_C,33.0,31,13.23,18.0,5.38,31.84,33.0,WAIT,0,18.0,0.0,15.0,0.38,0.0,0.38,Inventory position above reorder point
2025-02-27,SKU_A,48.0,0,33.14,29.0,23.04,155.61,121.0,ORDER,101,29.0,0.0,19.0,0.76,0.0,0.76,Projected inventory below reorder point; ordered 101
2025-02-27,SKU_B,5.0,0,20.66,23.0,12.15,74.12,77.0,WAIT,0,5.0,18.0,0.0,0.0,144.0,144.0,Inventory position above reorder point
2025-02-27,SKU_C,15.0,0,14.9,20.0,5.46,35.26,15.0,ORDER,51,15.0,5.0,0.0,0.0,30.0,30.0,Projected inventory below reorder point; ordered 51
2025-02-28,SKU_A,19.0,0,31.69,52.0,22.9,149.67,193.0,WAIT,0,19.0,33.0,0.0,0.0,363.0,363.0,Inventory position above reorder point
2025-02-28,SKU_B,72.0,72,21.48,25.0,12.07,76.5,72.0,ORDER,48,25.0,0.0,47.0,1.41,0.0,1.41,Projected inventory below reorder point; ordered 48
2025-02-28,SKU_C,0.0,0,16.69,16.0,5.55,38.92,51.0,WAIT,0,0.0,16.0,0.0,0.0,96.0,96.0,Inventory position above reorder point
2025-03-01,SKU_A,73.0,73,38.8,38.0,24.34,179.54,174.0,ORDER,84,38.0,0.0,35.0,1.4,0.0,1.4,Projected inventory below reorder point; ordered 84
2025-03-01,SKU_B,47.0,0,22.71,25.0,12.02,80.15,95.0,WAIT,0,25.0,0.0,22.0,0.66,0.0,0.66,Inventory position above reorder point
2025-03-01,SKU_C,51.0,51,16.45,14.0,5.5,38.4,51.0,WAIT,0,14.0,0.0,37.0,0.93,0.0,0.93,Inventory position above reorder point
2025-03-02,SKU_A,35.0,0,38.52,30.0,24.14,178.22,220.0,WAIT,0,30.0,0.0,5.0,0.2,0.0,0.2,Inventory position above reorder point
2025-03-02,SKU_B,22.0,0,23.51,20.0,11.94,82.48,70.0,ORDER,60,20.0,0.0,2.0,0.06,0.0,0.06,Projected inventory below reorder point; ordered 60
2025-03-02,SKU_C,37.0,0,15.59,13.0,5.49,36.67,37.0,WAIT,0,13.0,0.0,24.0,0.6,0.0,0.6,Inventory position above reorder point
2025-03-03,SKU_A,106.0,101,35.54,36.0,24.21,166.36,190.0,WAIT,0,36.0,0.0,70.0,2.8,0.0,2.8,Inventory position above reorder point
2025-03-03,SKU_B,50.0,48,22.28,30.0,11.89,78.74,110.0,WAIT,0,30.0,0.0,20.0,0.6,0.0,0.6,Inventory position above reorder point
2025-03-03,SKU_C,24.0,0,14.68,20.0,5.47,34.84,24.0,ORDER,41,20.0,0.0,4.0,0.1,0.0,0.1,Projected inventory below reorder point; ordered 41
2025-03-04,SKU_A,70.0,0,35.7,48.0,24.01,166.81,154.0,ORDER,85,48.0,0.0,22.0,0.88,0.0,0.88,Projected inventory below reorder point; ordered 85
2025-03-04,SKU_B,20.0,0,24.98,25.0,12.04,86.99,80.0,ORDER,57,20.0,5.0,0.0,0.0,40.0,40.0,Projected inventory below reorder point; ordered 57
2025-03-04,SKU_C,4.0,0,16.54,17.0,5.57,38.66,45.0,WAIT,0,4.0,13.0,0.0,0.0,78.0,78.0,Inventory position above reorder point
2025-03-05,SKU_A,106.0,84,40.0,33.0,24.36,184.37,191.0,WAIT,0,33.0,0.0,73.0,2.92,0.0,2.92,Inventory position above reorder point
2025-03-05,SKU_B,60.0,60,24.99,24.0,11.94,86.91,117.0,WAIT,0,24.0,0.0,36.0,1.08,0.0,1.08,Inventory position above reorder point
2025-03-05,SKU_C,41.0,41,16.7,14.0,5.52,38.93,41.0,WAIT,0,14.0,0.0,27.0,0.68,0.0,0.68,Inventory position above reorder point
2025-03-06,SKU_A,73.0,0,37.55,28.0,24.34,174.56,158.0,ORDER,92,28.0,0.0,45.0,1.8,0.0,1.8,Projected inventory below reorder point; ordered 92
2025-03-06,SKU_B,36.0,0,24.64,24.0,11.85,85.78,93.0,WAIT,0,24.0,0.0,12.0,0.36,0.0,0.36,Inventory position above reorder point
2025-03-06,SKU_C,27.0,0,15.76,18.0,5.51,37.03,27.0,ORDER,42,18.0,0.0,9.0,0.23,0.0,0.23,Projected inventory below reorder point; ordered 42
2025-03-07,SKU_A,45.0,0,34.21,39.0,24.47,161.31,222.0,WAIT,0,39.0,0.0,6.0,0.24,0.0,0.24,Inventory position above reorder point
2025-03-07,SKU_B,69.0,57,24.42,26.0,11.76,85.01,69.0,ORDER,65,26.0,0.0,43.0,1.29,0.0,1.29,Projected inventory below reorder point; ordered 65
2025-03-07,SKU_C,9.0,0,16.54,15.0,5.49,38.58,51.0,WAIT,0,9.0,6.0,0.0,0.0,36.0,36.0,Inventory position above reorder point
2025-03-08,SKU_A,91.0,85,35.89,24.0,24.36,167.91,183.0,WAIT,0,24.0,0.0,67.0,2.68,0.0,2.68,Inventory position above reorder point
2025-03-08,SKU_B,43.0,0,24.97,17.0,11.68,86.59,108.0,WAIT,0,17.0,0.0,26.0,0.78,0.0,0.78,Inventory position above reorder point
2025-03-08,SKU_C,42.0,42,16.0,10.0,5.46,37.47,42.0,WAIT,0,10.0,0.0,32.0,0.8,0.0,0.8,Inventory position above reorder point
2025-03-09,SKU_A,67.0,0,31.73,22.0,24.65,151.55,159.0,WAIT,0,22.0,0.0,45.0,1.8,0.0,1.8,Inventory position above reorder point
2025-03-09,SKU_B,26.0,0,22.18,12.0,11.83,78.37,91.0,WAIT,0,12.0,0.0,14.0,0.42,0.0,0.42,Inventory position above reorder point
2025-03-09,SKU_C,32.0,0,13.9,7.0,5.58,33.38,32.0,ORDER,30,7.0,0.0,25.0,0.62,0.0,0.62,Projected inventory below reorder point; ordered 30
2025-03-10,SKU_A,137.0,92,28.32,32.0,24.76,138.05,137.0,ORDER,58,32.0,0.0,105.0,4.2,0.0,4.2,Projected inventory below reorder point; ordered 58
2025-03-10,SKU_B,79.0,65,18.62,21.0,12.11,67.96,79.0,WAIT,0,21.0,0.0,58.0,1.74,0.0,1.74,Inventory position above reorder point
2025-03-10,SKU_C,25.0,0,11.49,13.0,5.74,28.71,55.0,WAIT,0,13.0,0.0,12.0,0.3,0.0,0.3,Inventory position above reorder point
2025-03-11,SKU_A,105.0,0,29.61,41.0,24.63,143.06,163.0,WAIT,0,41.0,0.0,64.0,2.56,0.0,2.56,Inventory position above reorder point
2025-03-11,SKU_B,58.0,0,19.45,23.0,12.04,70.4,58.0,ORDER,52,23.0,0.0,35.0,1.05,0.0,1.05,Projected inventory below reorder point; ordered 52
2025-03-11,SKU_C,42.0,30,12.02,16.0,5.71,29.74,42.0,WAIT,0,16.0,0.0,26.0,0.65,0.0,0.65,Inventory position above reorder point
2025-03-12,SKU_A,64.0,0,33.6,43.0,24.87,159.26,122.0,ORDER,105,43.0,0.0,21.0,0.84,0.0,0.84,Projected inventory below reorder point; ordered 105
2025-03-12,SKU_B,35.0,0,20.69,22.0,12.01,74.09,87.0,WAIT,0,22.0,0.0,13.0,0.39,0.0,0.39,Inventory position above reorder point
2025-03-12,SKU_C,26.0,0,13.41,13.0,5.74,32.56,26.0,ORDER,34,13.0,0.0,13.0,0.33,0.0,0.33,Projected inventory below reorder point; ordered 34
2025-03-13,SKU_A,21.0,0,36.89,43.0,24.97,172.52,184.0,WAIT,0,21.0,22.0,0.0,0.0,242.0,242.0,Inventory position above reorder point
2025-03-13,SKU_B,13.0,0,21.15,24.0,11.93,75.38,65.0,ORDER,53,13.0,11.0,0.0,0.0,88.0,88.0,Projected inventory below reorder point; ordered 53
2025-03-13,SKU_C,13.0,0,13.27,21.0,5.7,32.23,47.0,WAIT,0,13.0,8.0,0.0,0.0,48.0,48.0,Inventory position above reorder point
2025-03-14,SKU_A,58.0,58,39.03,46.0,24.9,181.01,163.0,ORDER,97,46.0,0.0,12.0,0.48,0.0,0.48,Projected inventory below reorder point; ordered 97
2025-03-14,SKU_B,52.0,52,22.15,33.0,11.88,78.32,105.0,WAIT,0,33.0,0.0,19.0,0.57,0.0,0.57,Inventory position above reorder point
2025-03-14,SKU_C,34.0,34,15.97,22.0,5.9,37.85,34.0,ORDER,36,22.0,0.0,12.0,0.3,0.0,0.3,Projected inventory below reorder point; ordered 36
2025-03-15,SKU_A,12.0,0,41.47,26.0,24.87,190.74,214.0,WAIT,0,12.0,14.0,0.0,0.0,154.0,154.0,Inventory position above reorder point
2025-03-15,SKU_B,19.0,0,25.95,25.0,12.2,90.04,72.0,ORDER,70,19.0,6.0,0.0,0.0,48.0,48.0,Projected inventory below reorder point; ordered 70
2025-03-15,SKU_C,12.0,0,18.08,15.0,6.0,42.16,48.0,WAIT,0,12.0,3.0,0.0,0.0,18.0,18.0,Inventory position above reorder point
2025-03-16,SKU_A,105.0,105,36.05,30.0,25.42,169.63,202.0,WAIT,0,30.0,0.0,75.0,3.0,0.0,3.0,Inventory position above reorder point
2025-03-16,SKU_B,53.0,53,25.62,21.0,12.12,88.97,123.0,WAIT,0,21.0,0.0,32.0,0.96,0.0,0.96,Inventory position above reorder point
2025-03-16,SKU_C,36.0,36,17.0,17.0,5.99,40.0,36.0,ORDER,39,17.0,0.0,19.0,0.48,0.0,0.48,Projected inventory below reorder point; ordered 39
2025-03-17,SKU_A,75.0,0,33.93,44.0,25.35,161.09,172.0,WAIT,0,44.0,0.0,31.0,1.24,0.0,1.24,Inventory position above reorder point
2025-03-17,SKU_B,32.0,0,24.0,30.0,12.11,84.11,102.0,WAIT,0,30.0,0.0,2.0,0.06,0.0,0.06,Inventory position above reorder point
2025-03-17,SKU_C,19.0,0,17.0,15.0,5.95,39.96,58.0,WAIT,0,15.0,0.0,4.0,0.1,0.0,0.1,Inventory position above reorder point
2025-03-18,SKU_A,128.0,97,37.46,36.0,25.47,175.3,128.0,ORDER,123,36.0,0.0,92.0,3.68,0.0,3.68,Projected inventory below reorder point; ordered 123
2025-03-18,SKU_B,72.0,70,26.1,18.0,12.15,90.44,72.0,ORDER,71,18.0,0.0,54.0,1.62,0.0,1.62,Projected inventory below reorder point; ordered 71
2025-03-18,SKU_C,43.0,39,16.3,18.0,5.93,38.53,43.0,WAIT,0,18.0,0.0,25.0,0.62,0.0,0.62,Inventory position above reorder point
2025-03-19,SKU_A,92.0,0,36.95,41.0,25.31,173.1,215.0,WAIT,0,41.0,0.0,51.0,2.04,0.0,2.04,Inventory position above reorder point
2025-03-19,SKU_B,54.0,0,23.26,22.0,12.27,82.07,125.0,WAIT,0,22.0,0.0,32.0,0.96,0.0,0.96,Inventory position above reorder point
2025-03-19,SKU_C,25.0,0,16.9,17.0,5.9,39.69,25.0,ORDER,49,17.0,0.0,8.0,0.2,0.0,0.2,Projected inventory below reorder point; ordered 49
2025-03-20,SKU_A,51.0,0,38.37,37.0,25.19,178.65,174.0,ORDER,82,37.0,0.0,14.0,0.56,0.0,0.56,Projected inventory below reorder point; ordered 82
2025-03-20,SKU_B,32.0,0,22.82,25.0,12.2,80.66,103.0,WAIT,0,25.0,0.0,7.0,0.21,0.0,0.21,Inventory position above reorder point
2025-03-20,SKU_C,8.0,0,16.93,14.0,5.86,39.73,57.0,WAIT,0,8.0,6.0,0.0,0.0,36.0,36.0,Inventory position above reorder point
2025-03-21,SKU_A,14.0,0,37.89,32.0,25.03,176.58,219.0,WAIT,0,14.0,18.0,0.0,0.0,198.0,198.0,Inventory position above reorder point
2025-03-21,SKU_B,78.0,71,23.58,20.0,12.14,82.89,78.0,ORDER,53,20.0,0.0,58.0,1.74,0.0,1.74,Projected inventory below reorder point; ordered 53
2025-03-21,SKU_C,49.0,49,15.91,19.0,5.85,37.67,49.0,WAIT,0,19.0,0.0,30.0,0.75,0.0,0.75,Inventory position above reorder point
2025-03-22,SKU_A,123.0,123,35.83,30.0,24.97,168.28,205.0,WAIT,0,30.0,0.0,93.0,3.72,0.0,3.72,Inventory position above reorder point
2025-03-22,SKU_B,58.0,0,22.33,16.0,12.1,79.09,111.0,WAIT,0,16.0,0.0,42.0,1.26,0.0,1.26,Inventory position above reorder point
2025-03-22,SKU_C,30.0,0,16.99,12.0,5.85,39.83,30.0,ORDER,44,12.0,0.0,18.0,0.45,0.0,0.45,Projected inventory below reorder point; ordered 44
2025-03-23,SKU_A,93.0,0,33.79,26.0,24.9,160.05,175.0,WAIT,0,26.0,0.0,67.0,2.68,0.0,2.68,Inventory position above reorder point
2025-03-23,SKU_B,42.0,0,20.11,16.0,12.14,72.48,95.0,WAIT,0,16.0,0.0,26.0,0.78,0.0,0.78,Inventory position above reorder point
2025-03-23,SKU_C,18.0,0,15.24,10.0,5.9,36.39,62.0,WAIT,0,10.0,0.0,8.0,0.2,0.0,0.2,Inventory position above reorder point
2025-03-24,SKU_A,149.0,82,31.06,31.0,24.91,149.16,149.0,ORDER,63,31.0,0.0,118.0,4.72,0.0,4.72,Projected inventory below reorder point; ordered 63
2025-03-24,SKU_B,79.0,53,18.67,17.0,12.11,68.13,79.0,WAIT,0,17.0,0.0,62.0,1.86,0.0,1.86,Inventory position above reorder point
2025-03-24,SKU_C,52.0,44,13.41,13.0,5.96,32.77,52.0,WAIT,0,13.0,0.0,39.0,0.98,0.0,0.98,Inventory position above reorder point
2025-03-25,SKU_A,118.0,0,31.04,42.0,24.76,148.92,181.0,WAIT,0,42.0,0.0,76.0,3.04,0.0,3.04,Inventory position above reorder point
2025-03-25,SKU_B,62.0,0,18.09,24.0,12.04,66.31,62.0,ORDER,41,24.0,0.0,38.0,1.14,0.0,1.14,Projected inventory below reorder point; ordered 41
2025-03-25,SKU_C,39.0,0,13.27,15.0,5.92,32.45,39.0,WAIT,0,15.0,0.0,24.0,0.6,0.0,0.6,Inventory position above reorder point
2025-03-26,SKU_A,76.0,0,34.88,37.0,24.93,164.43,139.0,ORDER,96,37.0,0.0,39.0,1.56,0.0,1.56,Projected inventory below reorder point; ordered 96
2025-03-26,SKU_B,38.0,0,20.16,25.0,12.08,72.55,79.0,WAIT,0,25.0,0.0,13.0,0.39,0.0,0.39,Inventory position above reorder point
2025-03-26,SKU_C,24.0,0,13.87,18.0,5.9,33.64,24.0,ORDER,38,18.0,0.0,6.0,0.15,0.0,0.15,Projected inventory below reorder point; ordered 38
2025-03-27,SKU_A,39.0,0,35.62,37.0,24.79,167.27,198.0,WAIT,0,37.0,0.0,2.0,0.08,0.0,0.08,Inventory position above reorder point
2025-03-27,SKU_B,13.0,0,21.85,27.0,12.08,77.64,54.0,ORDER,68,13.0,14.0,0.0,0.0,112.0,112.0,Projected inventory below reorder point; ordered 68
2025-03-27,SKU_C,6.0,0,15.32,19.0,5.92,36.55,44.0,WAIT,0,6.0,13.0,0.0,0.0,78.0,78.0,Inventory position above reorder point
2025-03-28,SKU_A,65.0,63,36.1,41.0,24.65,169.06,161.0,ORDER,81,41.0,0.0,24.0,0.96,0.0,0.96,Projected inventory below reorder point; ordered 81
2025-03-28,SKU_B,41.0,41,23.65,27.0,12.09,83.05,109.0,WAIT,0,27.0,0.0,14.0,0.42,0.0,0.42,Inventory position above reorder point
2025-03-28,SKU_C,38.0,38,16.61,18.0,5.93,39.14,38.0,ORDER,35,18.0,0.0,20.0,0.5,0.0,0.5,Projected inventory below reorder point; ordered 35
2025-03-29,SKU_A,24.0,0,37.82,31.0,24.56,175.83,201.0,WAIT,0,24.0,7.0,0.0,0.0,77.0,77.0,Inventory position above reorder point
2025-03-29,SKU_B,14.0,0,24.83,26.0,12.05,86.53,82.0,ORDER,55,14.0,12.0,0.0,0.0,96.0,96.0,Projected inventory below reorder point; ordered 55
2025-03-29,SKU_C,20.0,0,17.09,12.0,5.9,40.09,55.0,WAIT,0,12.0,0.0,8.0,0.2,0.0,0.2,Inventory position above reorder point
2025-03-30,SKU_A,96.0,96,35.43,32.0,24.54,166.27,177.0,WAIT,0,32.0,0.0,64.0,2.56,0.0,2.56,Inventory position above reorder point
2025-03-30,SKU_B,68.0,68,25.24,21.0,11.99,87.69,123.0,WAIT,0,21.0,0.0,47.0,1.41,0.0,1.41,Inventory position above reorder point
2025-03-30,SKU_C,43.0,35,15.31,14.0,5.95,36.57,43.0,WAIT,0,14.0,0.0,29.0,0.73,0.0,0.73,Inventory position above reorder point
2025-03-31,SKU_A,64.0,0,34.23,41.0,24.43,161.35,145.0,ORDER,85,41.0,0.0,23.0,0.92,0.0,0.92,Projected inventory below reorder point; ordered 85
2025-03-31,SKU_B,47.0,0,23.75,31.0,11.97,83.23,102.0,WAIT,0,31.0,0.0,16.0,0.48,0.0,0.48,Inventory position above reorder point
2025-03-31,SKU_C,29.0,0,14.85,19.0,5.92,35.62,29.0,ORDER,37,19.0,0.0,10.0,0.25,0.0,0.25,Projected inventory below reorder point; ordered 37
